9.6791,1013.3,80.929,3.1649,24.573,1076.1,550.16,131.39,11.68,3.4689,66.617
12.767,1012.5,74.004,3.5406,29.357,1092,549.97,142.45,12.462,3.0183,66.941
14.67,1011.9,62.922,4.0837,32.662,1099.9,539.55,154.37,13.565,3.7527,62.488
15.4,1011.3,59.436,4.0848,33.096,1100,539.45,155,13.579,1.7413,59.782
15.72,1010.4,57.997,2.9477,26.461,1063.1,549.61,121,11.122,1.6456,62.771
16.258,1009.2,57.716,2.8285,25.209,1056.2,550.11,115.76,10.731,3.9159,65.151
16.829,1008.6,55.891,3.2465,27.018,1076.5,550.03,130.24,11.753,2.2225,61.563
16.748,1008.2,57.294,3.1009,25.047,1070.6,549.84,126.24,11.444,4.0348,66.023
15.132,1007.3,61.475,2.6113,23.648,1046.5,550.38,109.17,10.242,5.0106,67.796
14.246,1006.6,59.899,2.9705,26.472,1061.7,548.23,121.65,11.133,4.6019,68.949
13.423,1006.3,62.495,3.131,26.054,1075.8,549.92,130.96,11.641,4.5105,69.748
12.267,1005.8,66.532,3.1685,25.211,1074.4,550.03,130.45,11.634,4.6053,67.144
11.066,1005.2,72.984,2.8864,22.466,1060.7,549.97,120.66,11.03,4.8431,70.176
10.562,1005,75.919,2.5923,20.298,1045.9,550.27,109.89,10.333,6.1161,73.987
10.577,1004.9,75.653,2.9199,22.615,1062.8,549.59,122.52,11.158,4.8621,72.008
10.931,1005.1,74.395,2.6084,20.184,1044.3,548.83,109.4,10.348,5.5588,74.974
11.035,1006,76.357,2.6083,18.891,1045.6,549.93,109.45,10.334,5.0943,72.227
10.649,1006.3,79.116,2.6181,19.16,1044.5,549.8,108.86,10.31,5.3335,73.659
10.429,1006.4,81.364,2.6201,18.989,1045.7,549.72,109.54,10.367,5.0362,70.106
10.283,1006.4,83.959,2.6524,19.008,1046,550.03,109.69,10.341,4.9891,70.329
9.8121,1006.5,87.008,2.7059,19.321,1045.9,549.6,109.75,10.377,4.9656,70.267
9.4446,1006.9,88.032,2.6932,19.474,1045.7,549.1,110.01,10.241,5.7676,75.106
9.359,1007.4,87.486,2.712,19.592,1047.7,549.52,111.51,10.448,5.6001,75.788
9.3987,1008,88.418,2.6974,19.685,1048.9,549.88,112.19,10.441,5.2804,73.293
9.903,1008.8,88.147,4.2491,33.11,1099.9,535.44,159.73,13.836,2.8986,58.775
10.923,1009.3,86.637,4.2062,32.478,1100.1,537.1,158.33,13.772,5.1988,57.464
11.904,1009.9,82.827,4.1298,32.468,1099.9,538.03,157.17,13.719,4.2951,61.37
12.766,1010.3,77.98,4.0393,32.012,1100,540.17,155.39,13.527,0.92492,55.78
13.496,1010.4,75.301,4.0312,31.147,1100,541.15,154.71,13.489,0.21836,55.924
13.975,1010.5,74.276,4.0936,31.544,1100,539.75,155.61,13.533,0.22597,57.884
14.481,1010.9,71.463,4.0945,32.06,1100,538.6,156.14,13.648,3.6662,63.697
14.552,1011.2,70.757,4.0971,31.947,1100.1,538.87,156.23,13.631,4.2145,61.829
14.185,1011.6,72.201,4.1248,32.541,1100,537.92,156.7,13.67,2.2108,59.028
13.781,1012,71.968,4.1272,32.434,1100,538.55,156.57,13.662,3.1643,61.985
12.799,1012.7,76.101,4.1545,32.366,1099.8,537.44,157.68,13.727,3.589,61.698
11.224,1013.5,77.121,4.0739,31.95,1099.4,537.64,157.69,13.672,3.3595,62.057
10.624,1014.2,78.539,3.1183,24.858,1073.1,549.94,129.41,11.658,3.9955,68.03
10.494,1015,78.187,3.1338,24.182,1074.5,550.14,130.36,11.705,3.4272,67.203
10.414,1015.4,77.333,3.1712,23.872,1075,550.43,130.79,11.749,3.6166,68.72
10.254,1015.5,76.442,3.1349,23.591,1074,550.22,130.09,11.647,3.61,70.571
10.06,1015.9,76.712,2.9821,22.213,1065.7,549.84,123.99,11.253,4.0843,71.352
10.124,1016.3,77.116,2.5997,19.456,1042,548.24,107.73,10.345,5.6966,77.966
9.709,1016,73.986,2.5142,20.71,1041.6,547.69,108.1,10.354,6.4128,81.679
9.3181,1015.9,73.172,2.5626,20.512,1042.6,548.5,108.18,10.225,6.0387,80.473
9.2827,1016.1,74.355,2.5902,20.043,1043.5,548.66,108.6,10.217,6.0733,79.979
9.1334,1016.4,73.903,2.563,19.346,1044.1,549.23,108.65,10.242,5.7139,78.205
9.0937,1016.6,71.624,2.5663,19.252,1044.3,549.12,108.81,10.251,5.589,78.452
9.0798,1016.9,69.299,2.5677,19.039,1043.9,548.9,108.77,10.268,5.6366,79.623
9.2411,1017.4,69.21,2.5752,18.729,1043.6,548.71,108.57,10.258,5.6647,79.315
9.4716,1017.5,67.14,2.9062,21.658,1061,549,121.3,11.048,4.6415,76.838
9.9885,1017.4,67.52,4.1613,32.573,1100,536.04,158.95,13.774,2.6212,59.619
10.755,1017.4,66.106,4.0928,31.808,1099.9,537.88,157.61,13.667,3.0916,61.137
11.315,1016.9,62.788,4.1573,32.336,1099.9,536.3,158.51,13.765,2.8986,61.178
11.66,1016.5,63.716,4.1149,31.837,1100,537.73,157.53,13.7,2.9121,61.46
11.684,1016,62.127,4.1119,31.917,1099.9,537.92,157.25,13.731,3.1524,62.335
11.472,1015.6,60.817,4.1403,31.975,1100,537.32,157.62,13.752,3.1889,61.777
11.346,1015.3,62.622,4.1736,32.328,1099.9,536.45,158.41,13.736,3.2912,62.081
10.632,1015.4,63.886,2.6506,22.764,1048.4,549,111.66,10.39,5.0795,75.014
9.9123,1015.7,65.732,3.9673,32.421,1092,536.66,153.16,13.359,3.3303,65.468
9.4297,1015.8,68.739,3.0937,26.029,1073,549.91,129.47,11.553,3.2123,71.241
9.1005,1015.8,70.585,3.1016,25.915,1073.3,549.8,129.79,11.621,3.5462,70.947
8.8497,1015.9,70.773,3.0897,24.567,1073.5,549.64,130.01,11.674,3.5484,71.582
8.5532,1015.9,72.74,3.3871,26.008,1086.3,549.5,139.94,12.249,3.1642,70.167
8.2814,1015.9,73.687,2.9674,24.085,1062.6,547.47,123.91,11.309,5.0479,76.98
7.811,1015.9,73.624,2.5919,21.351,1036.2,543.81,107.77,10.355,7.8308,87.088
7.3246,1015.9,75.061,2.5819,21.544,1042.4,547.1,109.71,10.359,6.2558,80.166
6.9412,1015.7,77.08,2.6246,20.911,1042.8,547.34,109.96,10.431,6.2459,79.034
6.5455,1015.4,78.127,2.6171,19.913,1041.8,546.54,110.07,10.415,6.4169,79.254
5.6789,1015.2,78.47,2.6315,19.184,1034.5,541.57,109.13,10.398,8.5467,88.455
4.8889,1015.1,80.366,2.6459,19.019,1037,542.85,109.9,10.379,7.2702,85.342
4.0607,1015.3,81.263,2.6603,19.018,1036.7,542.46,110.1,10.368,7.7023,86.893
3.7614,1015.7,83.051,2.7408,19.683,1041.5,543.02,113.38,10.652,7.5033,88.052
4.7199,1016,85.487,3.1142,24.435,1073.1,549.77,130.69,11.599,3.1475,75
7.0325,1016.2,85.37,3.1558,26.557,1073,549.84,129.76,11.637,2.6818,71.865
9.4694,1016,74.788,3.1241,26.931,1072.4,549.89,128.94,11.618,5.0316,76.408
10.987,1015.6,69.34,3.1942,28.591,1074.2,549.84,130,11.707,2.4072,68.453
11.966,1015.1,65.115,3.2169,29.387,1075.2,549.85,130.55,11.639,2.8703,70.43
12.235,1014.6,65.114,3.1519,28.254,1072.6,549.97,128.69,11.552,3.2649,71.276
12.123,1014.1,66.73,3.1795,28.424,1073.2,550.05,129.04,11.585,3.2589,69.769
12,1013.7,67.48,3.1816,28.313,1073.7,549.83,129.42,11.661,3.2966,69.219
11.923,1013.3,68.703,3.9477,32.999,1098.2,542.64,152.45,13.296,2.842,64.27
11.777,1013,70.57,4.1806,34.021,1100,536.87,158.28,13.763,2.9904,60.251
11.425,1013.1,75.293,4.1315,32.646,1100,538.07,157.92,13.662,3.0426,60.185
10.708,1013.1,78.095,4.2002,33.09,1100.1,535.87,159.49,13.777,2.8822,58.66
10.087,1012.9,80.266,4.1455,31.965,1099.9,538.09,158.42,13.652,2.7647,61.12
8.7971,1013.1,81.686,3.1689,23.892,1073.2,549.98,130.3,11.638,3.6867,71.831
8.0202,1012.9,83.202,3.2373,23.88,1074.9,549.94,131.86,11.721,3.5622,71.785
7.3745,1012.4,83.325,3.1557,23.506,1072.3,549.83,130.05,11.514,3.2861,73.013
6.8664,1011.8,84.926,2.9492,21.486,1056.1,547.11,120.19,11.028,4.9046,75.98
8.7602,1011.6,87.408,2.7043,21.461,1047.2,549.83,110.75,10.397,4.9723,72.332
8.7298,1011.4,80.081,2.5943,21.762,1041.3,547.01,108.97,10.279,6.2434,78.425
6.9553,1010.8,80.991,2.6323,20.64,1041.9,547.51,109.45,10.213,6.0301,77.096
6.912,1010.7,85.53,2.6612,20.21,1043.4,548.26,109.49,10.221,5.953,78.847
7.5285,1010.5,81.852,2.584,20.644,1046.1,549.46,110.74,10.33,5.289,76.583
7.1887,1010.4,84.319,2.6199,20.279,1044.9,549.14,110.05,10.348,5.4341,76.75
8.7758,1010.6,88.147,2.9837,22.941,1059.8,549.48,120.64,11.025,4.5941,74.045
10.853,1011.1,84.138,3.2266,25.882,1075,549.92,130.8,11.62,2.9852,66.432
11.303,1011.2,82.27,3.1861,25.517,1073.5,549.91,129.63,11.514,3.1237,66.994
12.116,1011.4,81.369,3.1828,27.326,1073.1,550.11,129.04,11.638,3.0665,65.938
12.364,1011.9,80.889,3.1807,29.093,1074.4,550.14,130.02,11.629,3.6525,65.911
12.205,1012.1,85.021,3.2111,27.856,1073.4,550.07,129.55,11.559,3.7929,66.123
12.952,1012.2,83.688,3.2055,28.573,1072.1,549.99,128.06,11.582,3.613,65.238
13.796,1012.6,80.309,3.2485,29.783,1075.8,549.94,130.55,11.649,3.5174,63.564
13.833,1013.4,75.535,3.1723,28.782,1075.2,549.97,129.91,11.675,3.2947,63.758
14.575,1014.4,59.995,3.1878,29.64,1076.5,549.98,130.58,11.715,3.2689,65.439
13.658,1015.6,59.264,3.1892,29.485,1077,549.94,131.41,11.792,3.4288,67.395
12.135,1016.7,67.136,3.1962,25.298,1076.9,549.94,131.8,11.694,3.6813,68.713
10.925,1017.8,71.837,4.1736,32.432,1099.6,535.85,158.98,13.773,2.9645,59.994
10.194,1018.7,72.091,4.1014,31.973,1100,537.61,158.13,13.716,2.9281,60.127
9.7209,1019.5,72.989,4.001,31.669,1100,539.41,157.48,13.61,2.8517,60.259
8.3425,1020.3,75.786,3.1179,24.288,1074.7,549.33,131.84,11.745,3.525,72.012
6.9565,1021.3,77.037,3.0411,23.183,1072.4,550.34,129.94,11.491,4.019,76.466
5.9007,1021.7,80.919,3.0801,22.992,1072.1,550.14,129.64,11.584,3.9858,75.944
5.2774,1022.1,82.027,3.0901,22.988,1073.3,549.99,130.57,11.617,3.973,76.346
6.5288,1022.4,62.908,3.0705,23.156,1074.4,549.91,130.58,11.686,3.4644,76.412
8.1321,1022.7,47.117,3.062,23.445,1075.6,549.86,131.37,11.631,3.242,75.994
7.8268,1023.4,48.481,2.6121,19.774,1044.5,545.15,112.47,10.608,5.6625,81.368
7.7194,1023.9,47.223,2.727,21.006,1054.8,547.1,118.73,10.957,4.7702,79.181
6.5722,1024.4,55.542,2.6518,19.664,1042.6,543.11,112.94,10.618,6.9809,86.822
6.3096,1025.1,57.097,2.9447,22.118,1065.1,547.76,126.02,11.34,4.8732,84.26
7.3631,1025.7,56.326,3.066,23.363,1075.4,550.24,131.41,11.667,3.4939,76.201
8.5233,1026.3,50.52,3.1404,24.185,1076.9,550.36,132.01,11.829,2.8992,74.976
9.5757,1026.4,46.359,3.1661,25.527,1071.4,547.01,129.89,11.704,4.1675,85.456
10.656,1026.3,45.45,3.1101,24.825,1072.9,549.88,128.33,11.497,4.244,74.108
11.583,1026,44.346,3.208,24.339,1075.6,549.93,130.28,11.681,2.5116,69.024
11.917,1025.5,43.388,3.2533,24.415,1076.2,550.06,130.86,11.711,2.2051,69.479
11.936,1025.2,44.874,3.2461,24.335,1076.6,550.09,131.1,11.717,3.7674,73.657
11.765,1024.8,47.251,3.2628,24.592,1077.8,550.11,132.08,11.798,3.7105,73.424
11.574,1024.4,48.852,3.0075,22.9,1040.6,533.85,117.17,11.132,29.084,81.604
11.109,1024.4,45.556,3.1811,23.939,1078.5,550.06,132.91,11.748,3.4775,71.983
10.327,1024.6,49.863,3.1489,23.52,1075.9,550.06,130.97,11.684,3.5792,73.24
9.5762,1024.7,54.655,3.1173,23.738,1076.7,550.04,131.95,11.765,3.551,73.302
8.0657,1024.3,57.378,3.0706,23.518,1075,550.08,131.43,11.663,3.8083,76.353
7.0528,1024.2,59.458,3.0694,23.561,1076.2,550.04,132.57,11.754,4.0313,76.823
5.7,1024,64.396,3.0511,23.163,1073.6,549.93,131.23,11.623,4.3138,78.046
4.0431,1023.7,70.912,2.8649,21.393,1058.9,547.38,121.94,11.117,6.1776,94.381
3.1962,1023.6,73.718,2.933,21.713,1065.4,550.37,124.6,11.193,4.4744,82.446
2.3652,1023.1,76.287,3.0302,22.874,1071.6,550.46,129.86,11.535,4.0384,80.172
2.272,1022.6,77.518,2.7602,19.742,1051.9,550.27,112.67,10.602,5.391,88.986
2.6603,1022.3,74.827,2.6298,19.122,1048.5,550.36,110.04,10.44,6.1549,97.355
3.1348,1022,74.776,2.6209,18.966,1047.1,549.99,108.78,10.308,6.5929,103.59
3.735,1021.7,72.799,3.0797,22.577,1069.6,550.1,125.35,11.364,3.4008,80.477
4.1434,1021.6,70.665,2.8407,21.066,1058,549.67,116.67,10.815,4.441,87.489
4.4176,1021.3,70.251,3.2754,24.414,1078.3,549.5,131.76,11.777,2.9164,76.07
5.6725,1021.1,68.135,3.099,25.275,1074.5,549.77,130.86,11.586,3.2545,76.407
7.9022,1021.2,60.606,3.1652,26.048,1075.5,550.03,131.09,11.635,3.182,75.512
9.445,1020.8,54.403,3.2297,27.007,1077.6,550.12,132.36,11.776,2.7318,73.333
10.506,1020.3,50.653,3.2435,27.087,1077.9,550.02,132.38,11.768,4.8753,74.846
11.039,1019.6,51.911,3.2473,28.083,1078.1,549.92,132.52,11.799,3.7873,71.651
11.55,1019.1,45.051,3.206,28.801,1076.3,549.87,131.15,11.765,4.933,74.522
11.989,1018.7,43.949,3.2035,29.279,1076.1,549.86,130.99,11.68,0.93315,67.432
11.712,1018,47.394,3.1964,29.326,1076.6,549.91,131.54,11.764,1.8168,68.477
11.615,1017.4,48.069,3.2111,28.594,1075.4,550.05,130.39,11.708,0.48429,66.307
10.921,1017.5,47.669,3.1472,28.15,1074.7,549.98,130.41,11.636,3.5368,74.083
10.2,1017.7,54.033,3.1413,27.382,1076,549.93,131.53,11.683,3.4789,75.994
9.8723,1017.4,56.245,3.1672,26.684,1074.9,549.84,130.72,11.617,3.6304,75.203
9.8145,1017.1,56.302,3.1656,26.988,1074.7,549.76,130.54,11.706,3.7104,72.381
10.073,1017.3,56.491,3.1678,27.176,1074.7,549.87,130.42,11.711,3.5587,72.303
10.099,1017.5,57.842,3.1445,26.751,1074.3,550,130.22,11.693,3.441,72.616
9.7724,1017.3,60.279,3.1329,26.622,1074.4,549.94,130.35,11.673,3.6244,73.53
9.8548,1017.3,59.24,3.1275,26.937,1075,549.92,130.68,11.627,3.9634,73.783
9.8981,1017.3,59.969,3.1178,26.968,1072.8,550.01,129.07,11.636,3.7973,72.831
9.9006,1016.9,63.073,3.1409,27.033,1073.6,550.05,129.65,11.571,3.5547,72.281
9.9119,1016.5,66.829,3.1428,25.766,1073.9,549.75,129.81,11.588,3.5702,71.59
9.9068,1016.3,68.188,2.8885,25.894,1061.6,549.43,120.97,11.04,4.1507,73.543
10.053,1016,70.183,2.9565,24.754,1064.2,550.17,122.71,11.136,4.2796,73.691
10.415,1015.9,69.89,2.7145,22.761,1049.9,548.85,112.79,10.567,5.2176,75.771
10.701,1016,70.705,2.9045,23.903,1059.7,549.04,119.91,11.021,4.5769,74.403
10.979,1016,71.368,3.1727,24.682,1074.1,549.83,129.87,11.621,3.4385,69.148
11.895,1016,67.767,3.1797,25.052,1075.4,549.91,130.51,11.651,3.2204,68.336
12.799,1015.7,63.125,3.1666,25.521,1074.4,549.87,129.55,11.595,3.3127,68.836
13.206,1015.5,62.846,3.2781,26.875,1079,549.89,133,11.916,3.6047,68.028
13.568,1015.1,61.833,3.2187,27.835,1076,549.75,130.81,11.717,2.7228,66.885
13.743,1014.8,61.825,4.0865,33.803,1099.8,540.06,154.82,13.522,2.4951,61.615
13.898,1014.5,58.938,4.0997,34.999,1099.9,539.86,154.78,13.573,3.0311,62.535
14.491,1014.4,55.23,4.1625,35.863,1100,538.48,155.16,13.675,2.9016,62.921
15.263,1014.4,48.026,4.1728,37.344,1099.9,538.39,154.74,13.657,3.2102,65.258
15.485,1014.9,51.828,3.2294,29.522,1075.7,549.38,129.7,11.667,3.8947,65.12
13.143,1015.6,67.444,3.1342,28.523,1074.9,550.07,130.04,11.62,1.356,60.978
11.276,1015.9,75.83,3.1346,26.369,1074,549.73,129.69,11.572,1.8931,64.222
10.67,1016,76.422,3.1406,25.905,1074.8,549.97,130.31,11.667,3.0994,67.971
10.439,1016.4,77.846,3.2184,25.819,1077.4,550.4,132.09,11.818,3.0641,68.301
10.573,1016.7,77.857,3.6938,28.591,1098.4,549.1,147.67,12.889,2.9224,68.742
10.975,1016.7,75.64,3.1657,25.04,1073.7,549.97,128.59,11.66,3.3592,68.548
11.165,1016.8,70.651,3.0537,24.815,1068.8,550.24,125.28,11.423,3.6075,70.052
10.73,1016.9,75.799,3.078,25.106,1070.2,550.15,126.49,11.416,3.5986,70.138
10.119,1016.5,79.674,2.8929,24.354,1058.4,548.83,118.64,11.023,5.1614,77.957
9.7841,1016.2,78.144,2.5964,22.154,1043.1,548.93,107.61,10.227,6.4104,81.828
9.5625,1016.4,77.436,2.5971,22.355,1041.5,548.28,106.89,10.255,7.3788,84.897
9.3942,1016.7,78.287,2.8367,23.116,1055.5,550.19,115.66,10.709,4.8488,72.322
9.3402,1017.4,78.269,2.7385,19.813,1049.3,549.63,111.35,10.46,5.1156,73.423
9.4179,1018.3,77.03,2.7975,20.003,1053,550.38,113.98,10.627,4.943,72.405
9.5516,1019.1,75.578,3.2529,23.93,1076.1,549.85,131.1,11.687,3.1417,69.295
9.5726,1019.9,70.746,3.639,26.816,1094.1,549.64,144.15,12.596,3.2836,69.704
9.466,1019.9,70.59,3.5978,26.536,1093.2,549.9,143.7,12.462,3.4388,69.681
9.1492,1020.4,71.639,2.8812,20.919,1058.9,549.75,118.42,10.926,5.544,71.673
8.81,1020.8,74.141,4.3264,32.957,1099.4,532.77,160.42,13.989,2.8345,55.846
8.7097,1021.2,74.012,3.2163,24.792,1076.7,550,131.79,11.664,3.733,69.4
8.6626,1021.2,73.823,3.1845,24.792,1074.5,549.89,130.08,11.617,3.6492,69.649
8.5751,1021.3,72.915,3.1786,24.733,1074.6,549.91,130.25,11.72,3.8129,70.314
8.5511,1021.5,71.717,3.1843,24.462,1074.6,549.87,130.23,11.706,3.739,69.877
8.5684,1021.7,71.004,3.0631,22.998,1066.9,549.26,125.04,11.338,5.1853,72.172
8.4889,1021.5,71.03,2.6593,20.688,1045,548.19,109.76,10.465,8.5781,76.596
8.3877,1021.5,71.885,2.6452,20.233,1041.6,546.66,108.49,10.364,9.4653,81.451
8.4035,1021.2,69.609,2.6531,19.311,1045.9,549.22,109.44,10.325,6.7752,74.6
8.2639,1021.1,69.27,2.6455,19.522,1045.2,549.03,109.23,10.379,6.9589,76.075
8.1031,1021.4,67.557,2.6229,20.307,1043.9,548.13,108.97,10.327,7.3786,78.04
8.1009,1021.5,68.04,2.6269,19.621,1040.5,546.14,107.51,10.205,7.4613,78.511
8.6778,1022.7,66.29,2.6327,19.87,1046.3,549.55,109.29,10.343,6.6523,75.075
8.9596,1023,63.559,2.6499,20.727,1047.7,550.12,109.95,10.408,6.1611,73.369
8.8937,1023.1,63.601,2.6376,20.678,1046.1,549.26,109.34,10.42,7.0707,75.142
8.813,1023,64.636,2.6444,20.616,1047.5,549.78,110,10.477,6.6773,73.431
8.9284,1022.3,62.458,2.6295,21.5,1047,549.71,109.64,10.463,6.9081,73.844
9.1723,1022.6,61.351,2.6363,20.139,1044,548.45,108.39,10.425,7.6016,76.551
8.9891,1022.9,62.55,2.6391,20.829,1047.1,549.88,109.78,10.46,6.8217,73.467
8.7035,1023,63.781,2.6229,20.327,1046.6,549.5,109.55,10.457,7.0439,75.122
8.4695,1023.4,66.952,2.6219,20.446,1046.4,549.38,109.62,10.392,7.2114,75.454
8.2548,1023.6,68.401,2.6201,21.08,1041.9,546.14,108.92,10.479,9.2547,84.62
8.0744,1023.7,68.056,2.609,21.23,1044.2,547.64,109.37,10.382,8.0961,80.519
8.0026,1023.6,67.265,2.6045,20.66,1039.3,545.33,107.7,10.345,9.1143,86.695
7.9354,1023.6,67.971,2.5946,23.062,1041.8,546.8,108.44,10.336,8.3743,84.029
7.9541,1023.5,68.113,2.6004,24.196,1041.3,546.43,108.32,10.359,8.6604,84.612
7.9139,1023.2,68.885,2.5898,24.383,1038.1,544.48,107.53,10.42,11.027,91.36
7.8588,1023.2,69.092,2.5954,24.528,1038.5,544.48,107.79,10.42,10.706,92.097
7.8224,1023,69.286,2.6077,24.488,1037.4,543.77,107.26,10.293,9.1675,85.459
7.9814,1022.6,77.98,2.6052,24.195,1036.4,543.49,107.37,10.282,10.253,92.21
8.1018,1022.5,77.509,3.0585,27.11,1065,547.3,125.59,11.39,5.9739,80.79
8.3394,1022.4,74.88,3.1581,28.153,1074.9,549.95,130.53,11.591,4.8063,68.288
8.6543,1022.4,73.886,3.1668,28.618,1074.4,549.88,130.14,11.619,3.7785,68.355
8.7995,1022.4,72.892,3.1603,28.886,1074.5,549.96,130.16,11.692,3.7608,68.876
8.9105,1021.9,72.035,3.1769,28.184,1074.6,549.95,130.3,11.7,3.7252,67.607
9.1137,1021.4,69.987,3.1622,28.075,1073.7,549.85,129.64,11.689,3.6685,66.206
9.1405,1021,70.792,4.2189,34.618,1099.9,535.37,159.5,13.892,2.5979,53.924
9.0285,1021.3,71.008,3.3792,29.35,1083.7,548.57,138.12,12.171,3.0896,65.291
8.8934,1021.2,70.591,3.8539,32.097,1099.8,545.05,152.7,13.201,2.5541,59.832
8.811,1021.5,70.635,3.13,27.309,1074.3,549.95,130.23,11.656,3.9172,69.217
8.66,1021.7,71.112,3.1022,26.74,1073,550.06,129.33,11.528,4.0877,69.79
8.5184,1021.5,71.552,3.182,26.907,1076.9,550.07,132.28,11.715,3.9695,69.933
8.4907,1021.3,71.456,3.0472,26.135,1070.2,550.01,127.18,11.427,4.2088,69.541
8.5055,1021.4,71.726,3.1268,26.461,1073.4,549.97,129.58,11.66,3.953,69.211
8.6351,1021.8,72.079,3.097,26.62,1073.1,549.76,129.21,11.603,3.9785,67.988
8.3694,1021.3,77.221,2.9264,25.28,1060,547.76,121.44,11.087,6.2216,73.57
8.036,1021.3,81.007,3.1224,25.752,1072.3,549.9,128.82,11.581,4.1037,68.815
7.9488,1021.1,81.08,2.8114,23.839,1046.6,543.76,114.87,10.802,8.6404,80.96
7.9964,1021,81.43,2.6064,22.873,1041.1,546.15,108.82,10.446,8.7665,80.242
8.0463,1020.8,80.958,2.6052,22.906,1041.5,546.9,108.61,10.402,8.2675,79.877
8.0075,1020.8,81.26,2.5981,22.968,1041.4,546.77,108.46,10.369,8.4164,80.761
8.0764,1021,81.36,2.6153,22.877,1043.1,547.95,108.82,10.343,8.056,79.186
8.1922,1021.4,80.795,2.615,23.182,1043.4,548.02,108.87,10.346,7.5896,79.151
8.3017,1021.7,80.505,2.8334,24.721,1058.1,549.53,118.52,10.91,5.4013,73.643
8.6909,1022,79.371,3.1438,26.795,1075.1,549.96,130.72,11.607,3.8361,68.707
9.2569,1022,77.384,3.1661,27.19,1075.6,550,130.93,11.622,3.9566,68.947
10.22,1021.9,73.888,3.1435,28.221,1075.2,550.09,130.38,11.688,3.8656,67.725
10.833,1021.7,69.512,3.1601,29.095,1076,550.03,130.95,11.681,3.8478,67.317
11.232,1021.3,66.424,3.1936,29.195,1076.7,549.96,131.31,11.822,3.8295,68.339
11.599,1021,62.109,3.1824,28.69,1074.6,549.88,129.63,11.667,4.0892,68.907
11.612,1020.8,68.489,3.2076,28.931,1074.7,549.97,129.93,11.632,3.8341,66.456
10.986,1020.6,71.926,3.1529,29.037,1075.5,550,130.75,11.631,3.6922,66.358
11.113,1020.4,72.293,3.1772,28.902,1074.8,549.92,130.31,11.601,3.623,66.323
10.85,1020.5,74.907,3.1355,28.428,1073.1,549.88,128.95,11.537,4.229,66.709
10.163,1021,75.323,4.2311,34.707,1097.9,534.12,158.51,13.818,3.5549,55.629
9.4638,1021.2,77.091,4.2298,34.149,1099.9,534.65,160.17,13.898,3.1872,53.84
9.17,1020.9,77.248,3.5207,28.891,1091.4,549.89,143.41,12.489,2.8383,66.188
8.9328,1020.6,77.562,3.1734,26.377,1073.7,549.84,129.74,11.691,3.667,67.822
8.7766,1020.4,79.385,3.1672,26.645,1075.3,549.76,131.03,11.7,3.5457,68.325
8.7121,1020,79.235,3.1741,26.988,1076.1,549.69,131.86,11.738,3.506,68.339
8.5206,1019.7,80.151,2.8273,24.44,1051.8,547.12,115.96,10.806,6.9068,76.412
8.351,1019.2,80.706,2.6333,23.382,1043.4,547.9,109.31,10.395,7.3445,76.874
8.1668,1018.6,81.341,2.6377,23.189,1042.5,546.85,109.26,10.324,7.6807,77.851
8.036,1018.3,82.081,2.6067,22.919,1042,547.17,108.81,10.312,7.548,78.308
7.9659,1018.1,83.105,2.6711,23.177,1047.3,549.78,110.54,10.453,6.5912,72.435
8.0671,1018,82.05,2.8864,25.185,1061,549.95,120.63,10.985,4.7428,70.556
8.1124,1017.6,82.288,2.6467,23.548,1042.6,547.7,108.86,10.229,7.1711,77.138
8.1012,1017.6,83.122,3.0442,25.751,1065.7,549.88,124.26,11.265,4.508,71.48
8.4143,1017.8,81.477,3.1827,26.842,1075.6,549.96,131.43,11.643,3.677,69.523
8.8368,1017.7,79.27,3.1581,27.224,1075.4,550.06,131.18,11.706,3.6849,68.555
9.5177,1017.5,76.821,3.1827,28.005,1074.9,550.03,130.68,11.725,4.0424,68.883
10.666,1017,72.577,3.1876,28.857,1075.3,550.08,130.88,11.738,3.477,67.347
12,1016.4,68.697,3.1882,28.889,1075.1,550.13,130.41,11.659,3.3017,66.937
12.928,1015.7,62.35,3.1976,26.45,1074,550.03,129.39,11.681,3.7758,67.92
12.253,1015.1,62.779,3.1944,28.362,1073.6,549.94,129.34,11.566,3.8466,66.548
11.677,1014.6,64.593,3.1975,28.983,1073.5,549.95,129.29,11.587,3.7764,66.541
11.37,1014.3,66.52,3.1698,27.644,1073.3,549.89,129.08,11.515,3.7813,66.279
11.458,1014.3,66.82,3.1948,26.984,1074.3,550.17,130.01,11.611,3.8741,66.891
10.881,1014.4,69.139,3.2061,26.048,1075.8,550.13,131.39,11.66,3.931,66.471
10.248,1014.3,71.781,3.1759,25.804,1075.7,550.06,131.49,11.69,4.43,66.759
9.1113,1014.2,73.335,3.1112,24.862,1073,549.96,130.03,11.618,4.1575,69.586
7.5412,1013.9,76.967,3.3322,25.685,1082.6,549.75,137.89,12.068,3.5348,69.288
6.6119,1013.5,79.656,3.1299,24.179,1072.6,549.6,130.26,11.615,4.6203,71.007
5.7525,1013,80.677,3.1986,24.076,1074.2,549.77,131.77,11.681,3.962,70.728
4.9068,1012.5,81.884,2.8063,20.798,1037.6,539.6,113.02,10.603,11.003,85.195
4.4474,1012.1,82.818,2.7045,19.371,1045.7,549.87,109.07,10.375,7.3486,88.09
4.0969,1011.4,82.643,2.6967,19.421,1046.3,549.85,109.17,10.389,7.2597,88.883
